resample,model,recall
770,gpt-5.4,0.4
771,claude-haiku-4-5-20251001,0.4666666666666667
771,claude-sonnet-4-6,0.8
771,claude-opus-4-7,0.4666666666666667
771,gpt-5.4-nano,0.8
771,gpt-5.4-mini,0.6666666666666666
771,gpt-5.4,0.4666666666666667
772,claude-haiku-4-5-20251001,0.6666666666666666
772,claude-sonnet-4-6,0.4666666666666667
772,claude-opus-4-7,0.5333333333333333
772,gpt-5.4-nano,0.6
772,gpt-5.4-mini,0.7333333333333333
772,gpt-5.4,0.2
773,claude-haiku-4-5-20251001,0.6
773,claude-sonnet-4-6,0.7333333333333333
773,claude-opus-4-7,0.26666666666666666
773,gpt-5.4-nano,0.4666666666666667
773,gpt-5.4-mini,0.6666666666666666
773,gpt-5.4,0.4666666666666667
774,claude-haiku-4-5-20251001,0.5333333333333333
774,claude-sonnet-4-6,0.9333333333333333
774,claude-opus-4-7,0.6666666666666666
774,gpt-5.4-nano,0.8666666666666667
774,gpt-5.4-mini,0.8666666666666667
774,gpt-5.4,0.6
775,claude-haiku-4-5-20251001,0.4
775,claude-sonnet-4-6,0.4666666666666667
775,claude-opus-4-7,0.4
775,gpt-5.4-nano,0.8666666666666667
775,gpt-5.4-mini,0.6666666666666666
775,gpt-5.4,0.6
776,claude-haiku-4-5-20251001,0.2
776,claude-sonnet-4-6,0.9333333333333333
776,claude-opus-4-7,0.4666666666666667
776,gpt-5.4-nano,0.8
776,gpt-5.4-mini,0.6666666666666666
776,gpt-5.4,0.3333333333333333
777,claude-haiku-4-5-20251001,0.4666666666666667
777,claude-sonnet-4-6,0.7333333333333333
777,claude-opus-4-7,0.6
777,gpt-5.4-nano,0.6
777,gpt-5.4-mini,0.5333333333333333
777,gpt-5.4,0.6
778,claude-haiku-4-5-20251001,0.4
778,claude-sonnet-4-6,0.6666666666666666
778,claude-opus-4-7,0.6666666666666666
778,gpt-5.4-nano,1.0
778,gpt-5.4-mini,0.8
778,gpt-5.4,0.4
779,claude-haiku-4-5-20251001,0.5333333333333333
779,claude-sonnet-4-6,0.5333333333333333
779,claude-opus-4-7,0.3333333333333333
779,gpt-5.4-nano,0.8
779,gpt-5.4-mini,0.6
779,gpt-5.4,0.6
780,claude-haiku-4-5-20251001,0.6
780,claude-sonnet-4-6,0.8666666666666667
780,claude-opus-4-7,0.4
780,gpt-5.4-nano,0.7333333333333333
780,gpt-5.4-mini,0.4666666666666667
780,gpt-5.4,0.3333333333333333
781,claude-haiku-4-5-20251001,0.6
781,claude-sonnet-4-6,0.8666666666666667
781,claude-opus-4-7,0.7333333333333333
781,gpt-5.4-nano,0.8
781,gpt-5.4-mini,0.4666666666666667
781,gpt-5.4,0.13333333333333333
782,claude-haiku-4-5-20251001,0.5333333333333333
782,claude-sonnet-4-6,0.6666666666666666
782,claude-opus-4-7,0.4666666666666667
782,gpt-5.4-nano,0.8666666666666667
782,gpt-5.4-mini,0.6
782,gpt-5.4,0.6
783,claude-haiku-4-5-20251001,0.6
783,claude-sonnet-4-6,0.5333333333333333
783,claude-opus-4-7,0.4666666666666667
783,gpt-5.4-nano,0.8666666666666667
783,gpt-5.4-mini,0.6
783,gpt-5.4,0.5333333333333333
784,claude-haiku-4-5-20251001,0.5333333333333333
784,claude-sonnet-4-6,0.9333333333333333
784,claude-opus-4-7,0.5333333333333333
784,gpt-5.4-nano,0.6666666666666666
784,gpt-5.4-mini,0.6
784,gpt-5.4,0.5333333333333333
785,claude-haiku-4-5-20251001,0.5333333333333333
785,claude-sonnet-4-6,0.6
785,claude-opus-4-7,0.4666666666666667
785,gpt-5.4-nano,0.8
785,gpt-5.4-mini,0.5333333333333333
785,gpt-5.4,0.4666666666666667
786,claude-haiku-4-5-20251001,0.6666666666666666
786,claude-sonnet-4-6,0.8
786,claude-opus-4-7,0.4666666666666667
786,gpt-5.4-nano,0.9333333333333333
786,gpt-5.4-mini,0.4
786,gpt-5.4,0.2
787,claude-haiku-4-5-20251001,0.5333333333333333
787,claude-sonnet-4-6,0.8666666666666667
787,claude-opus-4-7,0.3333333333333333
787,gpt-5.4-nano,0.9333333333333333
787,gpt-5.4-mini,0.4
787,gpt-5.4,0.4
788,claude-haiku-4-5-20251001,0.7333333333333333
788,claude-sonnet-4-6,0.8666666666666667
788,claude-opus-4-7,0.5333333333333333
788,gpt-5.4-nano,0.8
788,gpt-5.4-mini,0.6
788,gpt-5.4,0.26666666666666666
789,claude-haiku-4-5-20251001,0.6666666666666666
789,claude-sonnet-4-6,0.6666666666666666
789,claude-opus-4-7,0.7333333333333333
789,gpt-5.4-nano,0.7333333333333333
789,gpt-5.4-mini,0.5333333333333333
789,gpt-5.4,0.3333333333333333
790,claude-haiku-4-5-20251001,0.6
790,claude-sonnet-4-6,0.8
790,claude-opus-4-7,0.5333333333333333
790,gpt-5.4-nano,0.9333333333333333
790,gpt-5.4-mini,0.4666666666666667
790,gpt-5.4,0.4
791,claude-haiku-4-5-20251001,0.4666666666666667
791,claude-sonnet-4-6,0.7333333333333333
791,claude-opus-4-7,0.5333333333333333
791,gpt-5.4-nano,0.7333333333333333
791,gpt-5.4-mini,0.6
791,gpt-5.4,0.4666666666666667
792,claude-haiku-4-5-20251001,0.4666666666666667
792,claude-sonnet-4-6,0.7333333333333333
792,claude-opus-4-7,0.4
792,gpt-5.4-nano,0.6666666666666666
792,gpt-5.4-mini,0.6666666666666666
792,gpt-5.4,0.3333333333333333
793,claude-haiku-4-5-20251001,0.5333333333333333
793,claude-sonnet-4-6,0.8
793,claude-opus-4-7,0.4666666666666667
793,gpt-5.4-nano,0.6666666666666666
793,gpt-5.4-mini,0.4
793,gpt-5.4,0.2
794,claude-haiku-4-5-20251001,0.6
794,claude-sonnet-4-6,0.9333333333333333
794,claude-opus-4-7,0.5333333333333333
794,gpt-5.4-nano,1.0
794,gpt-5.4-mini,0.4
794,gpt-5.4,0.3333333333333333
795,claude-haiku-4-5-20251001,0.4666666666666667
795,claude-sonnet-4-6,0.8666666666666667
795,claude-opus-4-7,0.4
795,gpt-5.4-nano,0.8
795,gpt-5.4-mini,0.2
795,gpt-5.4,0.26666666666666666
796,claude-haiku-4-5-20251001,0.7333333333333333
796,claude-sonnet-4-6,0.8666666666666667
796,claude-opus-4-7,0.4666666666666667
796,gpt-5.4-nano,0.6
796,gpt-5.4-mini,0.6666666666666666
796,gpt-5.4,0.26666666666666666
797,claude-haiku-4-5-20251001,0.5333333333333333
797,claude-sonnet-4-6,0.6
797,claude-opus-4-7,0.2
797,gpt-5.4-nano,0.7333333333333333
797,gpt-5.4-mini,0.5333333333333333
797,gpt-5.4,0.4666666666666667
798,claude-haiku-4-5-20251001,0.5333333333333333
798,claude-sonnet-4-6,0.4666666666666667
798,claude-opus-4-7,0.5333333333333333
798,gpt-5.4-nano,0.8
798,gpt-5.4-mini,0.5333333333333333
798,gpt-5.4,0.4
799,claude-haiku-4-5-20251001,0.5333333333333333
799,claude-sonnet-4-6,0.6666666666666666
799,claude-opus-4-7,0.6
799,gpt-5.4-nano,0.8666666666666667
799,gpt-5.4-mini,0.6666666666666666
799,gpt-5.4,0.2
800,claude-haiku-4-5-20251001,0.5333333333333333
800,claude-sonnet-4-6,0.8666666666666667
800,claude-opus-4-7,0.6666666666666666
800,gpt-5.4-nano,0.8666666666666667
800,gpt-5.4-mini,0.5333333333333333
800,gpt-5.4,0.3333333333333333
801,claude-haiku-4-5-20251001,0.6
801,claude-sonnet-4-6,0.7333333333333333
801,claude-opus-4-7,0.5333333333333333
801,gpt-5.4-nano,0.5333333333333333
801,gpt-5.4-mini,0.4666666666666667
801,gpt-5.4,0.4666666666666667
802,claude-haiku-4-5-20251001,0.6666666666666666
802,claude-sonnet-4-6,0.8666666666666667
802,claude-opus-4-7,0.6
802,gpt-5.4-nano,0.6666666666666666
802,gpt-5.4-mini,0.5333333333333333
802,gpt-5.4,0.2
803,claude-haiku-4-5-20251001,0.5333333333333333
803,claude-sonnet-4-6,0.6
803,claude-opus-4-7,0.5333333333333333
803,gpt-5.4-nano,0.8
803,gpt-5.4-mini,0.6
803,gpt-5.4,0.4
804,claude-haiku-4-5-20251001,0.4666666666666667
804,claude-sonnet-4-6,0.7333333333333333
804,claude-opus-4-7,0.4666666666666667
804,gpt-5.4-nano,0.8666666666666667
804,gpt-5.4-mini,0.6
804,gpt-5.4,0.5333333333333333
805,claude-haiku-4-5-20251001,0.4666666666666667
805,claude-sonnet-4-6,0.8
805,claude-opus-4-7,0.6
805,gpt-5.4-nano,0.8
805,gpt-5.4-mini,0.5333333333333333
805,gpt-5.4,0.3333333333333333
806,claude-haiku-4-5-20251001,0.6666666666666666
806,claude-sonnet-4-6,0.5333333333333333
806,claude-opus-4-7,0.5333333333333333
806,gpt-5.4-nano,0.7333333333333333
806,gpt-5.4-mini,0.6
806,gpt-5.4,0.3333333333333333
807,claude-haiku-4-5-20251001,0.6
807,claude-sonnet-4-6,0.8666666666666667
807,claude-opus-4-7,0.26666666666666666
807,gpt-5.4-nano,0.7333333333333333
807,gpt-5.4-mini,0.4
807,gpt-5.4,0.3333333333333333
808,claude-haiku-4-5-20251001,0.5333333333333333
808,claude-sonnet-4-6,0.9333333333333333
808,claude-opus-4-7,0.4666666666666667
808,gpt-5.4-nano,0.9333333333333333
808,gpt-5.4-mini,0.7333333333333333
808,gpt-5.4,0.3333333333333333
809,claude-haiku-4-5-20251001,0.6666666666666666
809,claude-sonnet-4-6,0.8666666666666667
809,claude-opus-4-7,0.6
809,gpt-5.4-nano,0.5333333333333333
809,gpt-5.4-mini,0.6
809,gpt-5.4,0.26666666666666666
810,claude-haiku-4-5-20251001,0.4666666666666667
810,claude-sonnet-4-6,0.6
810,claude-opus-4-7,0.4
810,gpt-5.4-nano,0.9333333333333333
810,gpt-5.4-mini,0.4666666666666667
810,gpt-5.4,0.3333333333333333
811,claude-haiku-4-5-20251001,0.5333333333333333
811,claude-sonnet-4-6,0.6666666666666666
811,claude-opus-4-7,0.5333333333333333
811,gpt-5.4-nano,0.8
811,gpt-5.4-mini,0.5333333333333333
811,gpt-5.4,0.4666666666666667
812,claude-haiku-4-5-20251001,0.4
812,claude-sonnet-4-6,0.8
812,claude-opus-4-7,0.4
812,gpt-5.4-nano,0.8
812,gpt-5.4-mini,0.4666666666666667
812,gpt-5.4,0.5333333333333333
813,claude-haiku-4-5-20251001,0.6
813,claude-sonnet-4-6,0.7333333333333333
813,claude-opus-4-7,0.4666666666666667
813,gpt-5.4-nano,0.6666666666666666
813,gpt-5.4-mini,0.4666666666666667
813,gpt-5.4,0.4666666666666667
814,claude-haiku-4-5-20251001,0.6666666666666666
814,claude-sonnet-4-6,0.7333333333333333
814,claude-opus-4-7,0.4666666666666667
814,gpt-5.4-nano,0.6
814,gpt-5.4-mini,0.6
814,gpt-5.4,0.3333333333333333
815,claude-haiku-4-5-20251001,0.6
815,claude-sonnet-4-6,0.7333333333333333
815,claude-opus-4-7,0.4666666666666667
815,gpt-5.4-nano,0.8666666666666667
815,gpt-5.4-mini,0.5333333333333333
815,gpt-5.4,0.4
816,claude-haiku-4-5-20251001,0.6
816,claude-sonnet-4-6,0.4666666666666667
816,claude-opus-4-7,0.4666666666666667
816,gpt-5.4-nano,0.7333333333333333
816,gpt-5.4-mini,0.5333333333333333
816,gpt-5.4,0.3333333333333333
817,claude-haiku-4-5-20251001,0.4666666666666667
817,claude-sonnet-4-6,0.7333333333333333
817,claude-opus-4-7,0.3333333333333333
817,gpt-5.4-nano,0.8
817,gpt-5.4-mini,0.6666666666666666
817,gpt-5.4,0.4666666666666667
818,claude-haiku-4-5-20251001,0.5333333333333333
818,claude-sonnet-4-6,0.8666666666666667
818,claude-opus-4-7,0.5333333333333333
818,gpt-5.4-nano,0.7333333333333333
818,gpt-5.4-mini,0.5333333333333333
818,gpt-5.4,0.2
819,claude-haiku-4-5-20251001,0.7333333333333333
819,claude-sonnet-4-6,0.7333333333333333
819,claude-opus-4-7,0.3333333333333333
819,gpt-5.4-nano,0.8666666666666667
819,gpt-5.4-mini,0.4
819,gpt-5.4,0.13333333333333333
820,claude-haiku-4-5-20251001,0.6666666666666666
820,claude-sonnet-4-6,0.8
820,claude-opus-4-7,0.4
820,gpt-5.4-nano,0.8
820,gpt-5.4-mini,0.6666666666666666
820,gpt-5.4,0.3333333333333333
821,claude-haiku-4-5-20251001,0.5333333333333333
821,claude-sonnet-4-6,0.6666666666666666
821,claude-opus-4-7,0.4
821,gpt-5.4-nano,0.7333333333333333
821,gpt-5.4-mini,0.7333333333333333
821,gpt-5.4,0.4
822,claude-haiku-4-5-20251001,0.4666666666666667
822,claude-sonnet-4-6,0.7333333333333333
822,claude-opus-4-7,0.3333333333333333
822,gpt-5.4-nano,0.8
822,gpt-5.4-mini,0.6666666666666666
822,gpt-5.4,0.5333333333333333
823,claude-haiku-4-5-20251001,0.6
823,claude-sonnet-4-6,0.9333333333333333
823,claude-opus-4-7,0.3333333333333333
823,gpt-5.4-nano,0.8
823,gpt-5.4-mini,0.4666666666666667
823,gpt-5.4,0.4
824,claude-haiku-4-5-20251001,0.7333333333333333
824,claude-sonnet-4-6,0.6
824,claude-opus-4-7,0.5333333333333333
824,gpt-5.4-nano,0.9333333333333333
824,gpt-5.4-mini,0.4666666666666667
824,gpt-5.4,0.26666666666666666
825,claude-haiku-4-5-20251001,0.8
825,claude-sonnet-4-6,0.4666666666666667
825,claude-opus-4-7,0.4666666666666667
825,gpt-5.4-nano,0.8
825,gpt-5.4-mini,0.4
825,gpt-5.4,0.3333333333333333
826,claude-haiku-4-5-20251001,0.6
826,claude-sonnet-4-6,0.6
826,claude-opus-4-7,0.4666666666666667
826,gpt-5.4-nano,0.8666666666666667
826,gpt-5.4-mini,0.5333333333333333
826,gpt-5.4,0.4
827,claude-haiku-4-5-20251001,0.4666666666666667
827,claude-sonnet-4-6,0.8666666666666667
827,claude-opus-4-7,0.4
827,gpt-5.4-nano,0.8666666666666667
827,gpt-5.4-mini,0.4666666666666667
827,gpt-5.4,0.4
828,claude-haiku-4-5-20251001,0.5333333333333333
828,claude-sonnet-4-6,0.7333333333333333
828,claude-opus-4-7,0.6
828,gpt-5.4-nano,0.6666666666666666
828,gpt-5.4-mini,0.4666666666666667
828,gpt-5.4,0.3333333333333333
829,claude-haiku-4-5-20251001,0.6
829,claude-sonnet-4-6,0.7333333333333333
829,claude-opus-4-7,0.4666666666666667
829,gpt-5.4-nano,0.9333333333333333
829,gpt-5.4-mini,0.6
829,gpt-5.4,0.4666666666666667
830,claude-haiku-4-5-20251001,0.6666666666666666
830,claude-sonnet-4-6,0.5333333333333333
830,claude-opus-4-7,0.3333333333333333
830,gpt-5.4-nano,0.8666666666666667
830,gpt-5.4-mini,0.5333333333333333
830,gpt-5.4,0.3333333333333333
831,claude-haiku-4-5-20251001,0.5333333333333333
831,claude-sonnet-4-6,0.7333333333333333
831,claude-opus-4-7,0.5333333333333333
831,gpt-5.4-nano,0.8
831,gpt-5.4-mini,0.6
831,gpt-5.4,0.4666666666666667
832,claude-haiku-4-5-20251001,0.5333333333333333
832,claude-sonnet-4-6,0.8
832,claude-opus-4-7,0.4666666666666667
832,gpt-5.4-nano,0.8
832,gpt-5.4-mini,0.3333333333333333
832,gpt-5.4,0.4
833,claude-haiku-4-5-20251001,0.6666666666666666
833,claude-sonnet-4-6,0.6
833,claude-opus-4-7,0.5333333333333333
833,gpt-5.4-nano,0.8
833,gpt-5.4-mini,0.7333333333333333
833,gpt-5.4,0.4
834,claude-haiku-4-5-20251001,0.5333333333333333
834,claude-sonnet-4-6,0.8
834,claude-opus-4-7,0.4666666666666667
834,gpt-5.4-nano,0.6666666666666666
834,gpt-5.4-mini,0.7333333333333333
834,gpt-5.4,0.4
835,claude-haiku-4-5-20251001,0.5333333333333333
835,claude-sonnet-4-6,0.9333333333333333
835,claude-opus-4-7,0.4666666666666667
835,gpt-5.4-nano,0.8666666666666667
835,gpt-5.4-mini,0.5333333333333333
835,gpt-5.4,0.5333333333333333
836,claude-haiku-4-5-20251001,0.4666666666666667
836,claude-sonnet-4-6,0.9333333333333333
836,claude-opus-4-7,0.6
836,gpt-5.4-nano,0.8666666666666667
836,gpt-5.4-mini,0.7333333333333333
836,gpt-5.4,0.4666666666666667
837,claude-haiku-4-5-20251001,0.4
837,claude-sonnet-4-6,0.6666666666666666
837,claude-opus-4-7,0.4666666666666667
837,gpt-5.4-nano,0.8
837,gpt-5.4-mini,0.5333333333333333
837,gpt-5.4,0.4
838,claude-haiku-4-5-20251001,0.4666666666666667
838,claude-sonnet-4-6,0.7333333333333333
838,claude-opus-4-7,0.6
838,gpt-5.4-nano,0.6
838,gpt-5.4-mini,0.6
838,gpt-5.4,0.4
839,claude-haiku-4-5-20251001,0.4666666666666667
839,claude-sonnet-4-6,0.7333333333333333
839,claude-opus-4-7,0.4
839,gpt-5.4-nano,0.8666666666666667
839,gpt-5.4-mini,0.6666666666666666
839,gpt-5.4,0.3333333333333333
840,claude-haiku-4-5-20251001,0.4666666666666667
840,claude-sonnet-4-6,0.6666666666666666
840,claude-opus-4-7,0.5333333333333333
840,gpt-5.4-nano,0.8
840,gpt-5.4-mini,0.4
840,gpt-5.4,0.4666666666666667
841,claude-haiku-4-5-20251001,0.3333333333333333
841,claude-sonnet-4-6,0.4666666666666667
841,claude-opus-4-7,0.6
841,gpt-5.4-nano,0.8
841,gpt-5.4-mini,0.6
841,gpt-5.4,0.5333333333333333
842,claude-haiku-4-5-20251001,0.4666666666666667
842,claude-sonnet-4-6,0.9333333333333333
842,claude-opus-4-7,0.6666666666666666
842,gpt-5.4-nano,0.6666666666666666
842,gpt-5.4-mini,0.4
842,gpt-5.4,0.3333333333333333
843,claude-haiku-4-5-20251001,0.6666666666666666
843,claude-sonnet-4-6,0.7333333333333333
843,claude-opus-4-7,0.3333333333333333
843,gpt-5.4-nano,0.8
843,gpt-5.4-mini,0.4666666666666667
843,gpt-5.4,0.26666666666666666
844,claude-haiku-4-5-20251001,0.4666666666666667
844,claude-sonnet-4-6,0.7333333333333333
844,claude-opus-4-7,0.5333333333333333
844,gpt-5.4-nano,0.7333333333333333
844,gpt-5.4-mini,0.5333333333333333
844,gpt-5.4,0.2
845,claude-haiku-4-5-20251001,0.6666666666666666
845,claude-sonnet-4-6,0.8666666666666667
845,claude-opus-4-7,0.4666666666666667
845,gpt-5.4-nano,0.9333333333333333
845,gpt-5.4-mini,0.6
845,gpt-5.4,0.4
846,claude-haiku-4-5-20251001,0.5333333333333333
846,claude-sonnet-4-6,0.5333333333333333
846,claude-opus-4-7,0.5333333333333333
846,gpt-5.4-nano,0.8666666666666667
846,gpt-5.4-mini,0.7333333333333333
846,gpt-5.4,0.26666666666666666
847,claude-haiku-4-5-20251001,0.3333333333333333
847,claude-sonnet-4-6,0.7333333333333333
847,claude-opus-4-7,0.6
847,gpt-5.4-nano,0.8
847,gpt-5.4-mini,0.4666666666666667
847,gpt-5.4,0.3333333333333333
848,claude-haiku-4-5-20251001,0.5333333333333333
848,claude-sonnet-4-6,0.6666666666666666
848,claude-opus-4-7,0.3333333333333333
848,gpt-5.4-nano,0.7333333333333333
848,gpt-5.4-mini,0.3333333333333333
848,gpt-5.4,0.5333333333333333
849,claude-haiku-4-5-20251001,0.5333333333333333
849,claude-sonnet-4-6,0.4666666666666667
849,claude-opus-4-7,0.4
849,gpt-5.4-nano,0.6
849,gpt-5.4-mini,0.6
849,gpt-5.4,0.4
850,claude-haiku-4-5-20251001,0.4666666666666667
850,claude-sonnet-4-6,0.8
850,claude-opus-4-7,0.4
850,gpt-5.4-nano,0.9333333333333333
850,gpt-5.4-mini,0.6
850,gpt-5.4,0.4
851,claude-haiku-4-5-20251001,0.6
851,claude-sonnet-4-6,0.7333333333333333
851,claude-opus-4-7,0.4
851,gpt-5.4-nano,0.7333333333333333
851,gpt-5.4-mini,0.5333333333333333
851,gpt-5.4,0.3333333333333333
852,claude-haiku-4-5-20251001,0.7333333333333333
852,claude-sonnet-4-6,0.6666666666666666
852,claude-opus-4-7,0.6
852,gpt-5.4-nano,0.4666666666666667
852,gpt-5.4-mini,0.4666666666666667
852,gpt-5.4,0.4
853,claude-haiku-4-5-20251001,0.7333333333333333
853,claude-sonnet-4-6,0.7333333333333333
853,claude-opus-4-7,0.4666666666666667
853,gpt-5.4-nano,0.9333333333333333
853,gpt-5.4-mini,0.4
853,gpt-5.4,0.3333333333333333
854,claude-haiku-4-5-20251001,0.4
854,claude-sonnet-4-6,0.4666666666666667
854,claude-opus-4-7,0.4666666666666667
854,gpt-5.4-nano,0.6666666666666666
854,gpt-5.4-mini,0.6666666666666666
854,gpt-5.4,0.2
855,claude-haiku-4-5-20251001,0.6
855,claude-sonnet-4-6,0.8
855,claude-opus-4-7,0.4
855,gpt-5.4-nano,0.7333333333333333
855,gpt-5.4-mini,0.5333333333333333
855,gpt-5.4,0.26666666666666666
856,claude-haiku-4-5-20251001,0.6
856,claude-sonnet-4-6,0.4666666666666667
856,claude-opus-4-7,0.4666666666666667
856,gpt-5.4-nano,0.7333333333333333
856,gpt-5.4-mini,0.6666666666666666
856,gpt-5.4,0.4666666666666667
857,claude-haiku-4-5-20251001,0.8
857,claude-sonnet-4-6,0.7333333333333333
857,claude-opus-4-7,0.4
857,gpt-5.4-nano,0.8666666666666667
857,gpt-5.4-mini,0.5333333333333333
857,gpt-5.4,0.13333333333333333
858,claude-haiku-4-5-20251001,0.6
858,claude-sonnet-4-6,0.7333333333333333
858,claude-opus-4-7,0.5333333333333333
858,gpt-5.4-nano,1.0
858,gpt-5.4-mini,0.4
858,gpt-5.4,0.6
859,claude-haiku-4-5-20251001,0.4666666666666667
859,claude-sonnet-4-6,0.4666666666666667
859,claude-opus-4-7,0.4666666666666667
859,gpt-5.4-nano,0.7333333333333333
859,gpt-5.4-mini,0.4666666666666667
859,gpt-5.4,0.3333333333333333
860,claude-haiku-4-5-20251001,0.6
860,claude-sonnet-4-6,0.8
860,claude-opus-4-7,0.6
860,gpt-5.4-nano,0.4666666666666667
860,gpt-5.4-mini,0.4666666666666667
860,gpt-5.4,0.4666666666666667
861,claude-haiku-4-5-20251001,0.7333333333333333
861,claude-sonnet-4-6,0.5333333333333333
861,claude-opus-4-7,0.4
861,gpt-5.4-nano,0.8666666666666667
861,gpt-5.4-mini,0.6
861,gpt-5.4,0.4666666666666667
862,claude-haiku-4-5-20251001,0.6
862,claude-sonnet-4-6,0.7333333333333333
862,claude-opus-4-7,0.3333333333333333
862,gpt-5.4-nano,0.6666666666666666
862,gpt-5.4-mini,0.3333333333333333
862,gpt-5.4,0.4
863,claude-haiku-4-5-20251001,0.4666666666666667
863,claude-sonnet-4-6,0.6
863,claude-opus-4-7,0.5333333333333333
863,gpt-5.4-nano,0.9333333333333333
863,gpt-5.4-mini,0.5333333333333333
863,gpt-5.4,0.3333333333333333
864,claude-haiku-4-5-20251001,0.6666666666666666
864,claude-sonnet-4-6,0.6
864,claude-opus-4-7,0.5333333333333333
864,gpt-5.4-nano,0.8
864,gpt-5.4-mini,0.5333333333333333
864,gpt-5.4,0.26666666666666666
865,claude-haiku-4-5-20251001,0.6
865,claude-sonnet-4-6,0.6
865,claude-opus-4-7,0.6
865,gpt-5.4-nano,0.7333333333333333
865,gpt-5.4-mini,0.6
865,gpt-5.4,0.2
866,claude-haiku-4-5-20251001,0.6
866,claude-sonnet-4-6,0.8
866,claude-opus-4-7,0.4666666666666667
866,gpt-5.4-nano,0.8
866,gpt-5.4-mini,0.6666666666666666
866,gpt-5.4,0.13333333333333333
867,claude-haiku-4-5-20251001,0.4666666666666667
867,claude-sonnet-4-6,0.9333333333333333
867,claude-opus-4-7,0.5333333333333333
867,gpt-5.4-nano,0.9333333333333333
867,gpt-5.4-mini,0.7333333333333333
867,gpt-5.4,0.5333333333333333
868,claude-haiku-4-5-20251001,0.6
868,claude-sonnet-4-6,0.6
868,claude-opus-4-7,0.4
868,gpt-5.4-nano,0.8666666666666667
868,gpt-5.4-mini,0.5333333333333333
868,gpt-5.4,0.3333333333333333
869,claude-haiku-4-5-20251001,0.5333333333333333
869,claude-sonnet-4-6,0.7333333333333333
869,claude-opus-4-7,0.6
869,gpt-5.4-nano,0.6
869,gpt-5.4-mini,0.4666666666666667
869,gpt-5.4,0.5333333333333333
870,claude-haiku-4-5-20251001,0.5333333333333333
870,claude-sonnet-4-6,0.6
870,claude-opus-4-7,0.4666666666666667
870,gpt-5.4-nano,0.8
870,gpt-5.4-mini,0.6
870,gpt-5.4,0.4
871,claude-haiku-4-5-20251001,0.5333333333333333
871,claude-sonnet-4-6,0.9333333333333333
871,claude-opus-4-7,0.6
871,gpt-5.4-nano,0.6666666666666666
871,gpt-5.4-mini,0.5333333333333333
871,gpt-5.4,0.2
872,claude-haiku-4-5-20251001,0.5333333333333333
872,claude-sonnet-4-6,0.8
872,claude-opus-4-7,0.26666666666666666
872,gpt-5.4-nano,0.8666666666666667
872,gpt-5.4-mini,0.7333333333333333
872,gpt-5.4,0.3333333333333333
873,claude-haiku-4-5-20251001,0.6
873,claude-sonnet-4-6,0.7333333333333333
873,claude-opus-4-7,0.5333333333333333
873,gpt-5.4-nano,0.8
873,gpt-5.4-mini,0.4
873,gpt-5.4,0.3333333333333333
874,claude-haiku-4-5-20251001,0.6
874,claude-sonnet-4-6,0.8
874,claude-opus-4-7,0.3333333333333333
874,gpt-5.4-nano,0.8666666666666667
874,gpt-5.4-mini,0.6
874,gpt-5.4,0.5333333333333333
875,claude-haiku-4-5-20251001,0.4666666666666667
875,claude-sonnet-4-6,0.7333333333333333
875,claude-opus-4-7,0.6666666666666666
875,gpt-5.4-nano,0.6666666666666666
875,gpt-5.4-mini,0.5333333333333333
875,gpt-5.4,0.3333333333333333
876,claude-haiku-4-5-20251001,0.6666666666666666
876,claude-sonnet-4-6,0.8666666666666667
876,claude-opus-4-7,0.6
876,gpt-5.4-nano,0.8
876,gpt-5.4-mini,0.4
876,gpt-5.4,0.3333333333333333
877,claude-haiku-4-5-20251001,0.6666666666666666
877,claude-sonnet-4-6,0.8666666666666667
877,claude-opus-4-7,0.3333333333333333
877,gpt-5.4-nano,0.8
877,gpt-5.4-mini,0.5333333333333333
877,gpt-5.4,0.6666666666666666
878,claude-haiku-4-5-20251001,0.4666666666666667
878,claude-sonnet-4-6,0.6666666666666666
878,claude-opus-4-7,0.6
878,gpt-5.4-nano,0.8666666666666667
878,gpt-5.4-mini,0.4666666666666667
878,gpt-5.4,0.6
879,claude-haiku-4-5-20251001,0.6666666666666666
879,claude-sonnet-4-6,0.8666666666666667
879,claude-opus-4-7,0.6
879,gpt-5.4-nano,0.4666666666666667
879,gpt-5.4-mini,0.6
879,gpt-5.4,0.26666666666666666
880,claude-haiku-4-5-20251001,0.6
880,claude-sonnet-4-6,0.7333333333333333
880,claude-opus-4-7,0.2
880,gpt-5.4-nano,0.8
880,gpt-5.4-mini,0.5333333333333333
880,gpt-5.4,0.4
881,claude-haiku-4-5-20251001,0.3333333333333333
881,claude-sonnet-4-6,0.6666666666666666
881,claude-opus-4-7,0.4666666666666667
881,gpt-5.4-nano,0.7333333333333333
881,gpt-5.4-mini,0.5333333333333333
881,gpt-5.4,0.4666666666666667
882,claude-haiku-4-5-20251001,0.4666666666666667
882,claude-sonnet-4-6,0.4
882,claude-opus-4-7,0.6
882,gpt-5.4-nano,0.6
882,gpt-5.4-mini,0.6
882,gpt-5.4,0.4
883,claude-haiku-4-5-20251001,0.7333333333333333
883,claude-sonnet-4-6,0.8
883,claude-opus-4-7,0.3333333333333333
883,gpt-5.4-nano,0.8666666666666667
883,gpt-5.4-mini,0.6666666666666666
883,gpt-5.4,0.3333333333333333
884,claude-haiku-4-5-20251001,0.6666666666666666
884,claude-sonnet-4-6,0.8666666666666667
